date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:29	235/235	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Feb%202018%2021:30:29%20GMT	http://themes.rokaux.com/unishop/v2.2/template-1/services.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/services.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:29	45048/45048	---MCZ	200	added ('OK')	text/html	etag:%2296b561-aff8-56466feba5098%22	http://themes.rokaux.com/unishop/v2.2/template-1/contacts.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/contacts.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:29	51063/51063	---MCZ	200	added ('OK')	text/html	etag:%2296b562-c777-56466febf22ec%22	http://themes.rokaux.com/unishop/v2.2/template-1/faq.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/faq.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:30	46652/46652	---MCZ	200	added ('OK')	text/html	etag:%2296b683-b63c-56466fec4cffd%22	http://themes.rokaux.com/unishop/v2.2/template-1/order-tracking.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/order-tracking.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:30	48419/48419	---MCZ	200	added ('OK')	text/html	etag:%2296b684-bd23-56466fec77f75%22	http://themes.rokaux.com/unishop/v2.2/template-1/search-results.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/search-results.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:31	40492/40492	---MCZ	200	added ('OK')	text/html	etag:%2296b54a-9e2c-56466fe2de0ee%22	http://themes.rokaux.com/unishop/v2.2/template-1/404.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/404.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:31	19649/19649	---MCZ	200	added ('OK')	text/html	etag:%2296b560-4cc1-56466fe9a74ad%22	http://themes.rokaux.com/unishop/v2.2/template-1/coming-soon.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/coming-soon.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:32	47081/47081	---MCZ	200	added ('OK')	text/html	etag:%229a2b5a-b7e9-564670015973e%22	http://themes.rokaux.com/unishop/v2.2/template-1/docs/dev-setup.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/docs/dev-setup.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:32	53166/53166	---MCZ	200	added ('OK')	text/html	etag:%229a2b2e-cfae-56466ff1bd855%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/accordion.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/accordion.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:33	49248/49248	---MCZ	200	added ('OK')	text/html	etag:%229a2b30-c060-56466ff103014%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/alerts.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/alerts.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:33	57333/57333	---MCZ	200	added ('OK')	text/html	etag:%229a2b32-dff5-56466ff1ee58d%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/buttons.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/buttons.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:33	63061/63061	---MCZ	200	added ('OK')	text/html	etag:%229a2b34-f655-56466ff55567d%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/cards.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/cards.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
